"set_num","name","year","num_parts","theme"
"8988-1","Gelu",2009,52,"Bionicle"
"8989-1","Mata Nui",2009,52,"Bionicle"
"8990-1","Fero and Skirmix",2009,148,"Bionicle"
"8991-1","Tuma",2009,187,"Bionicle"
"8992-1","Cendox V1",2009,151,"Bionicle"
"8993-1","Kaxium V3",2009,251,"Bionicle"
"8994-1","Baranus V7",2009,263,"Bionicle"
"8995-1","Thornatus V9",2009,438,"Bionicle"
"8996-1","Skopio XV-1",2009,848,"Bionicle"
"8998-1","Toa Mata Nui",2009,366,"Bionicle"
"900-1","Universal Motor Set",1973,24,"Universal Building Set"
"900-2","4 Small Wheels with Accessories",1969,12,"Classic"
"901-1","4.5V Motor Set",1976,31,"Universal Building Set"
"901-2","2 Large Wheels with Accessories",1969,7,"Classic"
"902-1","5 Turntables",1969,5,"Classic"
"903-1","Train Wheels and Couplers",1969,10,"Classic"
"906-1","12 doors and 5 hinges",1969,17,"Classic"
"9-1","Universal Building Set",1978,116,"Universal Building Set"
"910-1","Universal Building Set",1976,318,"Universal Building Set"
"911-1","Universal Building Set",1976,401,"Universal Building Set"
"911611-1","AAT",2016,37,"Star Wars"
"911614-1","Yoda's Hut",2016,29,"Star Wars"
"911615-1","AT-AT",2016,48,"Star Wars"
"911618-1","Flash Speeder",2017,43,"Star Wars"
"912-1","Universal Building Set",1976,471,"Universal Building Set"
"914-1","Windows, Red",1969,10,"Classic"
"914-2","Windows, White",1969,10,"Classic"
"915-1","6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red",1969,9,"Classic"
"915-2","6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow",1969,9,"Classic"
"918-1","Space Transport",1979,86,"Space"
"918-2","21 8-Stud Bricks",1969,126,"Classic"
"918-black-2","21 Black 2x4 Bricks",1969,21,"Classic"
"918-blue-2","21 Blue 2x4 Bricks",1969,21,"Classic"
"918-red-2","21 Red 2x4 Bricks",1969,21,"Classic"
"918-tclear-2","21 Trans-Clear 2x4 Bricks",1969,21,"Classic"
"918-white-2","21 White 2x4 Bricks",1969,21,"Classic"
"918-yellow-2","21 Yellow 2x4 Bricks",1969,21,"Classic"
"919-1","31 bricks with 2, 4 and 6 studs",1969,186,"Classic"
"920-2","Alpha-1 Rocket Base",1979,187,"Space"
"922-1","28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",1969,28,"Classic"
"922-2","28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]",1969,28,"Classic"
"922-3","28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",1969,28,"Classic"
"923-1","50 bricks, curved and round",1969,150,"Classic"
"924-1","Space Cruiser",1979,172,"Space"
"926-1","Command Centre (Center)",1979,177,"Space"
"928-1","Galaxy Explorer",1979,342,"Space"
"930-1","Red Bricks",1973,45,"Universal Building Set"
"9306-1","Creator Bulk",2003,610,"Creator"
"931-1","White Bricks",1973,45,"Universal Building Set"
"932-1","Blue and Yellow Bricks",1973,45,"Universal Building Set"
"933-1","Doors and Windows",1973,38,"Universal Building Set"
"934-1","Roof Bricks, 45 Degrees",1973,58,"Universal Building Set"
"935-1","Roof Bricks, 33 Degrees",1973,43,"Universal Building Set"
"936-1","Wheels and Tires",1973,20,"Universal Building Set"
"937-1","Doors and Fences",1973,34,"Universal Building Set"
"938-1","Plates, Hinges and Turntables",1973,17,"Universal Building Set"
"9385-1","Sceneries Set",2010,1229,"Creator"
"9390-1","Mini Tow Truck",2012,138,"Technic"
"939-1","Flags, Trees and Road Signs",1972,17,"Universal Building Set"
"9391-1","Mini Crane",2012,218,"Technic"
"9392-1","Quad Bike",2012,198,"Technic"
"9393-1","Tractor",2012,353,"Technic"
"9394-1","Jet Plane",2012,508,"Technic"
"9395-1","Pick-Up Tow Truck",2012,953,"Technic"
"9396-1","Helicopter",2012,1055,"Technic"
"9397-1","Logging Truck",2012,1311,"Technic"
"940-1","Flags, Signs and Trees",1973,17,"Universal Building Set"
"941-1","Black and Clear Bricks",1974,48,"Universal Building Set"
"948-1","Go-Kart",1978,211,"Technic"
"9488-1","Elite Clone Trooper & Commando Droid Battle Pack",2012,105,"Star Wars"
"9489-1","Endor Rebel Trooper & Imperial Trooper Battle Pack",2012,77,"Star Wars"
"9490-1","Droid Escape",2012,136,"Star Wars"
"9491-1","Geonosian Cannon",2012,133,"Star Wars"
"9492-1","TIE Fighter",2012,413,"Star Wars"
"9493-1","X-wing Starfighter",2012,559,"Star Wars"
"9494-1","Anakin's Jedi Interceptor",2012,299,"Star Wars"
"9495-1","Gold Leader's Y-wing Starfighter",2012,457,"Star Wars"
"9496-1","Desert Skiff",2012,220,"Star Wars"
"9497-1","Republic Striker Starfighter",2012,378,"Star Wars"
"9498-1","Saesee Tiin's Jedi Starfighter",2012,243,"Star Wars"
"9499-1","Gungan Sub",2012,464,"Star Wars"
"9500-1","Sith Fury-class Interceptor",2012,746,"Star Wars"
"950-1","Fork Lift",1979,216,"Technic"
"951-1","Bulldozer",1979,372,"Technic"
"9515-1","Malevolence",2012,1098,"Star Wars"
"9516-1","Jabba’s Palace",2012,716,"Star Wars"
"952-1","Tractor",1978,322,"Technic"
"9525-1","Pre Vizsla's Mandalorian Fighter",2012,399,"Star Wars"
"9526-1","Palpatine’s Arrest",2012,646,"Star Wars"
"954-1","Sky Copter",1978,364,"Technic"
"955-1","Mobile Crane",1979,512,"Technic"
"956-1","Auto Chassis",1978,603,"Technic"
"960-1","Power Pack",1978,22,"Technic"
"9604-1","LEGO TECHNIC and Pneumatic elements",1992,128,"Technic"
"9605-1","4.5V Technic Resource Set",1990,1534,"Technic"
"9609-1","Technology Resource Set",1995,1730,"Technic"
"9610-1","Gear Set",1993,76,"Technic"
"961-1","Expert Builder/Gear Parts",1978,78,"Technic"
"9612-1","Lever Set",1993,63,"Technic"
"9614-1","Pulley Set",1995,77,"Technic"
"9615-1","Motor Add-On for Simple Mechanisms",1997,3,"Technic"
"9617-1","Pneumatics I: Introduction to Air Power Set",1997,97,"Technic"
"9628-1","Mechanisms Power Add-On Set",2008,3,"Technic"
"9630-1","Simple Mechanisms Set",1997,218,"Technic"
"9633-1","Advanced Air Power Set",1999,217,"Technic"
"9636-1","Solar Add-on",2000,3,"Technic"
"9637-1","Speed Computer Add-on",2000,2,"Technic"
"964-1","10 building plates 2 x 8, 4 x 8, 6 x 8",1969,10,"Classic"
"9648-1","Education Resource Set [NXT Supplemental Set]",2006,674,"Technic"
"9649-1","Technology Resource Set",2003,1154,"Technic"
"9665-1","Mechanical Engineering Set",2001,315,"Technic"
"9667-1","Solar Panel",2010,1,"Technic"
"9668-1","Energy Display",2010,1,"Technic"
"9669-1","Electric Battery Box 9V 150 mAh (Rechargeable)",2010,1,"Technic"
"9670-1","E-Motor with Gear Reduction Ratio 9.5 : 1",2010,1,"Technic"
"9674-1","Naboo Starfighter & Naboo",2012,56,"Star Wars"
"9675-1","Sebulba's Podracer & Tatooine",2012,80,"Star Wars"
"9676-1","TIE Interceptor & Death Star",2012,65,"Star Wars"
"9677-1","X-wing Starfighter & Yavin 4",2012,77,"Star Wars"
"9678-1","Twin-pod Cloud Car & Bespin",2012,78,"Star Wars"
"9679-1","AT-ST & Endor",2012,65,"Star Wars"
"9681-1","eLAB Renewable Energy Set",1999,713,"Technic"
"9684-1","Renewable Energy Set II",2003,732,"Technic"
"9685-1","Green Car Set",2003,47,"Technic"
"9688-1","Renewable Energy Add-On Set",2010,12,"Technic"
"970098-1","Special Elements for Control Lab Set",2001,125,"Technic"
"970-1","Lighting Bricks",1978,17,"Universal Building Set"
"9701-1","Control Lab Building Set",1995,565,"Technic"
"970-2","47 1/3 elements (plates)",1969,141,"Classic"
"9702-1","Control System Building Set",1993,222,"Technic"
"9707-1","Intelligent House Building Set",1996,164,"Technic"
"9709-1","RCX Programmable Brick",1998,1,"Technic"
"971-1","52 flat tile bricks",1969,156,"Classic"
"9723-1","Cities and Transportation",2000,394,"Technic"
"9750-1","LEGO Interface",1986,4,"Technic"
"9751-1","Control Lab Serial Interface & Adapter",1995,2,"Technic"
"9752-1","Technic Control Center II",1996,14,"Technic"
"9753-1","TECHNIC Control Center [Dacta Kit]",1993,14,"Technic"
"9771-1","Interface Card and Cable for TC Logo - IBM compatible",1989,3,"Technic"
"9776-1","Pneumatic Circuit",1999,4,"Technic"
"9785-1","Robo Technology Set [Serial Cable]",2003,221,"Technic"
"9786-1","Robo Technology Set [USB Cable]",2003,221,"Technic"
"9794-1","ROBOLAB Team Challenge Set Version 2.5 [USB]",2003,832,"Technic"
"980-1","23 sloping bricks, including roof peak bricks, Red",1969,23,"Classic"
"980-2","23 sloping bricks, including roof peak bricks, Blue",1969,23,"Classic"
"981-1","34 sloping profile bricks, including profile peak bricks, Red",1969,39,"Classic"
"981-2","34 sloping profile bricks, including profile peak bricks, Blue",1969,39,"Classic"
"9820-1","Geared Turntable",1989,64,"Technic"
"9822-1","Beams (Red)",1994,68,"Technic"
"9823-1","Beams (Blue)",1994,68,"Technic"
"9824-1","Beams (Yellow)",1994,68,"Technic"
"9825-1","Pneumatic Elements",1994,3,"Technic"
"9826-1","Pneumatic Tubing",1994,1,"Technic"
"9831-1","Battery Box with Switch - 9v",1995,1,"Technic"
"9847-1","Activity Cards for Non-Motorized Simple Machines (979630)",1997,19,"Technic"
"9848-1","Lamps and Fittings",1997,9,"Technic"
"985-1","Lighting Device Parts Pack",1969,4,"Classic"
"9851-1","Assortment of Connectors",1992,453,"Technic"
"9852-1","Chain Link Pack",1992,229,"Technic"
"9853-1","Assortment of Gears",1992,122,"Technic"
"9854-1","Worm Gear Pack",1992,22,"Technic"
"9855-1","Assortment of Tires/Wheels",1992,56,"Technic"
"9856-1","Assortment of Cross Axles",1992,124,"Technic"
"9857-1","Assortment of Plate Pieces",1992,166,"Technic"
"9858-1","Assortment of Beams",1992,126,"Technic"
"9859-1","TECHNIC Motor 4.5 Volt",1992,1,"Technic"
"9860-1","Battery Box (4.5 Volt)",1992,1,"Technic"
"986-1","One Light Bulb",1969,1,"Classic"
"9861-1","Connecting Leads",1992,8,"Technic"
"9862-1","Random Special Pieces",1992,96,"Technic"
"9863-1","Weighted Brick Pack",1992,4,"Technic"
"9864-1","Green Building Plates",1992,3,"Technic"
"9865-1","Optosensor",1992,2,"Technic"
"9866-1","Light and Transparent Bricks",1992,12,"Technic"
"9867-1","Touch Sensor",1992,1,"Technic"
"9868-1","Plugholders and Leads",1992,42,"Technic"
"9870-1","Pneumatic Rubber Bands and Pneumatic Tubing",1992,144,"Technic"
"987-1","Number Bricks",1969,52,"Classic"
"9871-1","Yellow Beams",1992,76,"Technic"
"9872-1","Pneumatic Pump, Cylinder, Valves, Tubing",1992,10,"Technic"
"9874-1","Building Cards - 1090",1992,5,"Technic"
"9875-1","Building Cards - 1092",1992,4,"Technic"
"9876-1","Large Turntables",1992,2,"Technic"
"988-1","Alphabet Bricks",1969,45,"Classic"
"9883-1","Motor - 9v",1995,1,"Technic"
"9885-1","Sound element - 9v",1995,1,"Technic"
"9888-1","Touch Sensor",2002,1,"Technic"
"9889-1","Temperature Sensor",1995,1,"Technic"
"9890-1","Light Sensor",1995,1,"Technic"
"989-1","10 Traffic Signs",1969,10,"Classic"
"9891-1","Angle Sensor",1995,1,"Technic"
"9892-1","Brick Separators",1995,2,"Technic"
"98959-1","Motor",1977,40,"Technic"
"9897-1","9-Volt Connecting Leads",1998,3,"Technic"
"9898-1","9-Volt Long Connecting Leads",1996,2,"Technic"
"9899-1","Hubs and Tires",1999,20,"Technic"
"9900-1","Small Gear Wheels",1999,21,"Technic"
"990-1","Trees and Signs (1971 version with granulated trees and 4 bricks)",1971,12,"Universal Building Set"
"990-2","Trees and Signs (1969 version with old style trees and 3 bricks)",1969,11,"Universal Building Set"
"9912-1","LEGO Solar Cell",1999,1,"Technic"
"9916-1","LEGO Electrical Capacitor",1999,1,"Technic"
"9927-1","Beams (red)",1999,44,"Technic"
"9928-1","Beams (blue)",1999,44,"Technic"
"9937-1","Small Chain Links",1998,108,"Technic"
"9938-1","Conveyor Belt Links",1999,36,"Technic"
"9939-1","Assorted Pulleys",1999,14,"Technic"
"9940-1","Rubber Bands and String",1999,36,"Technic"
"994-1","LEGO fences with garden gates",1969,19,"Classic"
"9941-1","Cams & Linkages",1998,18,"Technic"
"9942-1","Connectors & Bushings",1998,160,"Technic"
"9943-1","Axles and Extenders",1998,54,"Technic"
"995-1","Lighting Bricks with Color Filters",1969,23,"Classic"
"9960-1","Crane Hook, Cam, Propellor",1994,13,"Technic"
"9961-1","White Belts",1994,16,"Technic"
"9963-1","Axle Extenders and Bushings",1995,88,"Technic"
"9964-1","Connector Pegs",1994,64,"Technic"
"9965-1","Gears 8- and 10-Tooth",1994,18,"Technic"
"9966-1","Large Gear Wheels",1999,16,"Technic"
"9967-1","Differential and Bevel Gears",1994,18,"Technic"
"9968-1","Pulley Wheels",1994,22,"Technic"
"9969-1","Tires and Spoked Hubs",1994,24,"Technic"
"9970-1","Axles - Short",1994,36,"Technic"
"9971-1","Axles - Long",1994,24,"Technic"
"9972-1","Plates (Red)",1994,88,"Technic"
"9973-1","Plates (Blue)",1994,88,"Technic"
"9974-1","Plates (Yellow)",1994,88,"Technic"
"BIO601601-1","Scorpion",2016,19,"Bionicle"
"BIO601602-1","Ekimu Falcon",2016,29,"Bionicle"
"C8500-1","Robotops (8500 + 8501 + 8502 + 8503)",1999,96,"Technic"
"C8504-1","Ultrarex (8504 + 8505 + 8506 + 8507)",1999,88,"Technic"
"C8509-1","Swamp + Lava (8509 + 8510)",2000,63,"Technic"
"C8509-2","Dust + Lava + Swamp [8509 + 8510 + 8513]",2000,96,"Technic"
"C8509-3","Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513]",2000,146,"Technic"
"C8509-4","Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514]",2000,153,"Technic"
"C8509-5","Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514]",2000,211,"Technic"
"C8511-1","Frost + Dust (8511 + 8513)",2000,73,"Technic"
"C8511-2","Frost + Onyx + Power [8511 + 8512 + 8514]",2000,90,"Technic"
"C8512-1","Onyx + Power (8512 + 8514)",2000,47,"Technic"
"C8521-1","Dynamo (8521 + 8522 + 8523)",2000,142,"Technic"
"celeb2015-1","Tatooine Mini-build - Star Wars Celebration Exclusive",2015,178,"Star Wars"
"CELEBV-1","Fan Celebration V - CubeDude - The Bounty Hunter Edition",2010,497,"Star Wars"
"celebvi-1","Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive",2012,81,"Star Wars"
"CITY951701-1","Policeman and Crook Foil Pack",2017,16,"City"
"comcon001-1","Clone Wars Pack - San Diego Comic-Con 2008 Exclusive",2008,12,"Star Wars"
"comcon004-1","Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive",2009,5,"Star Wars"
"comcon005-1","Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive",2009,12,"Star Wars"
"comcon006-1","Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive",2009,30,"Star Wars"
"comcon007-1","Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive",2009,17,"Star Wars"
"comcon008-1","Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive",2009,16,"Star Wars"
"comcon009-1","Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive",2009,5,"Star Wars"
"comcon011-1","LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive",2009,3,"Star Wars"
"comcon015-1","Star Wars Advent Calendar - San Diego Comic-Con 2011 Exclusive",2011,1,"Star Wars"
"comcon019-1","Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive",2012,91,"Star Wars"
"comcon024-1","Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive",2012,110,"Star Wars"
"comcon032-1","JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive",2013,123,"Star Wars"
"comcon039-1","The Ghost Starship",2014,127,"Star Wars"
"comcon042-1","Tahu Mask - New York Comic-Con 2014 Exclusive",2014,1,"Bionicle"
"K10131-1","Battle of Yavin Collection",2004,3,"Star Wars"
"K4103-1","Creator Bucket bundled with 4782 (TRU Exclusive)",2005,2,"Creator"
"K4479-1","TIE Bomber & TIE Fighter Kit",2003,2,"Star Wars"
"K4480-1","Jabba's Palace Kit",2003,3,"Star Wars"
"K4482-1","Episode II Final Scene Kit",2003,3,"Star Wars"
"K4487-1","Star Wars Miniatures Kit I",2003,4,"Star Wars"
"K4488-1","Star Wars Miniatures Kit II",2003,4,"Star Wars"
"K4492-1","Star Wars Miniatures Kit III",2004,5,"Star Wars"
"K4915-1","Mini Pods Collection",2006,4,"Creator"
"K5613-1","City Fire Station Collection",2008,0,"City"
"K5974-1","Space Police Collection",2009,8,"Space"
"K7153-1","Episode II Ultimate Action Kit",2002,4,"Star Wars"
"K7204-1","Jedi Adventure Kit",2002,4,"Star Wars"
"K720x-1","Story Teller Pack",2002,4,"Star Wars"
"K7283-1","V-wing Space Battle Collection",2005,3,"Star Wars"
"K7317-1","Life on Mars Kit",2001,4,"Space"
"K7690-1","Mars Mission Collection",2008,7,"Space"
"K7699-1","Complete Mars Mission Collection",2007,8,"Space"
"K7734-1","Cargo Transport Collection",2008,4,"City"
"K7741-1","City Police Collection",2009,3,"City"
"K7744-1","Ultimate City Police Collection",2008,5,"City"
"K7890-1","Rescue Collection",2007,0,"City"
"K7894-1","City Airport Collection",2007,4,"City"
"K7906-1","Ultimate Firefighter Collection",2007,0,"City"
"K7945-1","Firefighter Collection",2007,0,"City"
"K8008-1","Darth Vader / Stormtrooper Kit",2002,2,"Technic"
"K8533-1","Find the Power BIONICLE Kit",2001,9,"Bionicle"
"K8563-1","Bohrok Swarm Kit",2002,8,"Bionicle"
"K8564-1","Ultimate Bohrok Swarm Kit",2002,12,"Bionicle"
"K8566-1","Toa Nuva Hero Kit",2003,2,"Bionicle"
"K8572-1","Toa Nuva Kit",2003,6,"Bionicle"
"K8573-1","Bohrok-Kal Kit",2003,2,"Bionicle"
"K8578-1","Ultimate Bohrok-Kal Kit",2003,6,"Bionicle"
"K8586-1","Matoran Villagers Kit",2003,6,"Bionicle"
"K8587-1","Rahkshi Set (Panrahk and Kurahk)",2003,2,"Bionicle"
"K8588-1","Ultimate Rahkshi Kit",2003,6,"Bionicle"
"K8590-1","Rahkshi Kaita Vo Kit",2003,3,"Bionicle"
"K8591-1","Rahkshi Kit (Panrahk and Vorahk)",2003,2,"Bionicle"
"K8592-1","Rahkshi Kaita Za Kit",2003,3,"Bionicle"
"K8596-1","Takutanuva Kit",2003,2,"Bionicle"
"K8603-1","Toa Metru Legends Kit",2004,2,"Bionicle"
"K8605-1","Toa Metru Kit I",2004,3,"Bionicle"
"K8606-1","Toa Metru Kit II",2004,3,"Bionicle"
"k8612-1","Metru Nui Matoran Kit",2004,6,"Bionicle"
"K8614-1","Vahki Kit",2004,6,"Bionicle"
"K8615-1","Vahki Enforcers Kit (8614 & 8615)",2004,2,"Bionicle"
"K8685-1","Phantoka Collection",2008,6,"Bionicle"
"K8688-1","Mistika Collection",2008,6,"Bionicle"
"K8725-1","Matoran of Voya Nui Collection (8721 8722 8723 8724 8725 8726)",2006,6,"Bionicle"
"K8727-1","Toa Inika Collection (8727 8728 8729 8730 8731 8732)",2006,6,"Bionicle"
"K8741-1","Toa Hordika Deluxe Collection (8736 8737 8738 8739 8740 8741)",2005,6,"Bionicle"
"K8747-1","Visorak Collection (8742 8743 8744 8745 8746 8747)",2005,6,"Bionicle"
"K8755-1","Titans Collection (8755 8756 8761)",2005,3,"Bionicle"
"K8761-1","The Shadowed One (LEGO Club Members Exclusive)",2005,235,"Bionicle"
"K8764-1","Warriors of Voya Nui Collection",2006,3,"Bionicle"
"K8900-1","Piraka Collection (8900 8901 8902 8903 8904 8905)",2006,6,"Bionicle"
"K8915-1","Toa Mahri Collection",2007,6,"Bionicle"
"K8916-1","Barraki Collection",2007,6,"Bionicle"
"K8924-1","Titans of Mahri Nui Collection",2007,3,"Bionicle"
"K8927-1","Mahri Nui Deepsea Collection",2007,3,"Bionicle"
"K8929-1","Matoran of Mahri Nui Collection",2007,4,"Bionicle"
"K8942-1","Ultimate BIONICLE Collection",2008,4,"Bionicle"
"K8944-1","Matoran of Light Collection",2008,6,"Bionicle"
"K8978-1","Bionicle Glatorian Collection",2009,6,"Bionicle"
"kabbasic-1","Kabaya Basic 4-Pack",2000,4,"Universal Building Set"
"kabbion-1","Kabaya Bionicle 4-Pack (boxed 1417 1418 1419 1420)",2001,4,"Bionicle"
"kabbion2-1","Va 4-pack Kabaya (contains 1431 1432 1433 1434)",2002,4,"Bionicle"
"kabcreat-1","Creator 4-Pack",2001,4,"Creator"
"Kabinsect-1","Insectoids 4-Pack",1999,4,"Space"
"kabmars-1","Life on Mars 4-Pack",2001,4,"Space"
"kabrobo-1","Kabaya RoboRider 4-Pack",2000,4,"Technic"
"kabtec-1","Kabaya Technic Vehicle 4-Pack",1999,4,"Technic"
"legobricks-1","Lego Bricks Box",1958,2,"Classic"
"makepromo-1","Make and Create Basic Set (Toyfair Nuernberg Promotion)",2003,0,"Creator"
"MAY2013-1","Holocron Droid",2013,31,"Star Wars"
"SDCC2015-2","Dagobah Mini-Build",2015,177,"Star Wars"
"sw117promo-1","Darth Vader Polybag - 56. International Toy Fair Nuernberg (N├╝rnberg)",2005,2,"Star Wars"
"sw218promo-1","Darth Vader 10 Year Anniversary Promotional Fig polybag",2009,2,"Star Wars"
"SW911508-1","Mini Slave 1",2015,20,"Star Wars"
"SW911509-1","Imperial Shooter",2015,20,"Star Wars"
"SW911510-1","Star Destroyer and TIE Fighter foil pack",2015,21,"Star Wars"
"SW911511-1","Jedi Weapon Stand",2015,16,"Star Wars"
"SW911607-1","Millennium Falcon ",2016,42,"Star Wars"
"SW911610-1","Probe Droid",2016,20,"Star Wars"
"SW911612-1","Acklay",2016,49,"Star Wars"
"SW911616-1","MTT Foil Pack",2016,44,"Star Wars"
"SW911617-1","Palpatine's Shuttle",2016,37,"Star Wars"
"SW911719-1","Kanan Jarrus foilpack",2017,6,"Star Wars"
"SW911720-1","The Ghost",2017,50,"Star Wars"
"SW911722-1","TIE Advanced foil pack",2017,26,"Star Wars"
"SW911724-1","A-Wing",2017,47,"Star Wars"
"SWCOMIC1-1","X-Wing",2015,23,"Star Wars"
"swminifigs-1","Star Wars Minifig Packs 4-Pack",2000,4,"Star Wars"
"SWMP-1","Star Wars / M&M Mosaic - Promo Set",2005,5461,"Star Wars"
"tech007promo-1","Technic Figure Cyber Person Promotional Polybag - [Toy Fair Nuernberg Promotion 1998]",1998,1,"Technic"
"tf05-1","Lego Toy Fair 2005 Star Wars V.I.P. Gala Set",2005,38,"Star Wars"
"TRUFALCON-1","Millennium Falcon",2016,44,"Star Wars"
"TRUGHOST-1","Rebel Micro Ghost",2014,42,"Star Wars"
"TRUTIE-1","TIE Fighter",2014,12,"Star Wars"
"TRUXWING-1","X-Wing",2014,23,"Star Wars"
"TRUXWING-2","Poe's X-Wing Fighter",2015,27,"Star Wars"
"TRUXWINGTIE-1","TRU X-Wing Fighter & TIE Fighter (May 3, 2014)",2014,2,"Star Wars"
"VP-1","Ice Planet Co-Pack of 6814 6879 and 6898",1995,3,"Space"
"VP-10","Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive)",2003,4,"Star Wars"
"VP-11","Star Wars Co-Pack of 7101 7111 and 7131",2000,3,"Star Wars"
"VP-12","Star Wars Co-Pack of 7121 and 7151",2000,2,"Star Wars"
"VP-2","Star Wars Co-Pack of 7110 and 7144",2001,2,"Star Wars"
"VP-3","Star Wars Co-Pack of 7131 and 7151",2000,2,"Star Wars"
